,Name,Session Number,Person Number,Start Frame
308,02_3,02,3,34632
309,02_3,02,3,34866
310,02_3,02,3,35333
311,02_3,02,3,37872
312,02_3,02,3,38348
313,02_3,02,3,38536
314,02_3,02,3,38720
315,02_3,02,3,40975
316,02_3,02,3,41577
317,02_3,02,3,42646
318,02_3,02,3,43514
319,02_3,02,3,44656
320,02_3,02,3,45079
321,02_3,02,3,45502
322,02_3,02,3,46083
323,02_3,02,3,46365
324,02_3,02,3,46593
325,02_3,02,3,46945
326,02_3,02,3,48801
327,02_3,02,3,49243
328,02_3,02,3,50387
329,02_3,02,3,51581
330,02_3,02,3,54044
331,02_3,02,3,54497
332,02_3,02,3,55605
333,02_3,02,3,55816
334,02_3,02,3,56975
335,03_1,03,1,1150
336,03_1,03,1,2356
337,03_1,03,1,3027
338,03_1,03,1,3597
339,03_1,03,1,4157
340,03_1,03,1,4527
341,03_1,03,1,5042
342,03_1,03,1,6530
343,03_1,03,1,7668
344,03_1,03,1,8297
345,03_1,03,1,8851
346,03_1,03,1,9199
347,03_1,03,1,12044
348,03_1,03,1,12820
349,03_1,03,1,13914
350,03_1,03,1,14689
351,03_1,03,1,15060
352,03_1,03,1,15689
353,03_1,03,1,16150
354,03_1,03,1,16604
355,03_1,03,1,16705
356,03_1,03,1,16998
357,03_1,03,1,18038
358,03_1,03,1,18120
359,03_1,03,1,18210
360,03_1,03,1,18777
361,03_1,03,1,19290
362,03_1,03,1,19310
363,03_1,03,1,20231
364,03_1,03,1,20504
365,03_1,03,1,21368
366,03_1,03,1,21847
367,03_1,03,1,22973
368,03_1,03,1,23132
369,03_1,03,1,23622
370,03_1,03,1,24020
371,03_1,03,1,24608
372,03_1,03,1,24984
373,03_1,03,1,25435
374,03_1,03,1,26036
375,03_1,03,1,26416
376,03_1,03,1,26524
377,03_2,03,2,-29
378,03_2,03,2,214
379,03_2,03,2,675
380,03_2,03,2,1467
381,03_2,03,2,1706
382,03_2,03,2,2148
383,03_2,03,2,3079
384,03_2,03,2,4167
385,03_2,03,2,4661
386,03_2,03,2,5590
387,03_2,03,2,5783
388,03_2,03,2,6006
389,03_2,03,2,6757
390,03_2,03,2,7349
391,03_2,03,2,9519
392,03_2,03,2,9734
393,03_2,03,2,10324
394,03_2,03,2,10993
395,03_2,03,2,11902
396,03_2,03,2,12093
397,03_2,03,2,12465
398,03_2,03,2,12635
399,03_2,03,2,12865
400,03_2,03,2,13199
401,03_2,03,2,13450
402,03_2,03,2,13840
403,03_2,03,2,15427
404,03_2,03,2,15915
405,03_2,03,2,16181
406,03_2,03,2,16596
407,03_2,03,2,16858
408,03_2,03,2,17110
409,03_2,03,2,17328
410,03_2,03,2,17593
411,03_2,03,2,17945
412,03_2,03,2,18350
413,03_2,03,2,19651
414,03_2,03,2,20186
415,03_2,03,2,20512
416,03_2,03,2,21365
417,03_2,03,2,21655
418,03_2,03,2,21830
419,03_2,03,2,22298
420,03_2,03,2,22905
421,03_2,03,2,23637
422,03_2,03,2,25040
423,03_2,03,2,25356
424,03_2,03,2,25744
425,03_2,03,2,26069
426,03_2,03,2,26436
427,03_2,03,2,26884
428,03_2,03,2,28051
429,03_2,03,2,28675
430,03_2,03,2,30051
431,03_2,03,2,30393
432,03_2,03,2,31675
433,03_2,03,2,32158
434,03_2,03,2,33237
435,03_2,03,2,34970
436,03_2,03,2,36994
437,03_2,03,2,37588
438,03_2,03,2,38693
439,03_2,03,2,39069
440,03_2,03,2,39680
441,03_2,03,2,40077
442,03_2,03,2,40846
443,03_2,03,2,41164
444,03_2,03,2,41840
445,03_2,03,2,42266
446,03_2,03,2,42846
447,03_2,03,2,43773
448,03_2,03,2,44299
449,03_2,03,2,44667
450,03_2,03,2,45605
451,03_2,03,2,46229
452,03_2,03,2,46784
453,03_2,03,2,46949
454,03_2,03,2,47131
455,03_2,03,2,47668
456,03_3,03,3,124
457,03_3,03,3,737
458,03_3,03,3,1166
459,03_3,03,3,1619
460,03_3,03,3,2121
461,03_3,03,3,2692
462,03_3,03,3,2962
463,03_3,03,3,3454
464,03_3,03,3,4034
465,03_3,03,3,4264
466,03_3,03,3,4820
467,03_3,03,3,5120
468,03_3,03,3,5537
469,03_3,03,3,6195
470,03_3,03,3,6616
471,03_3,03,3,6750
472,03_3,03,3,7291
473,03_3,03,3,7852
474,03_3,03,3,8350
475,03_3,03,3,8847
476,03_3,03,3,9586
477,03_3,03,3,10073
478,03_3,03,3,10508
479,03_3,03,3,10997
480,03_3,03,3,11573
481,03_3,03,3,12122
482,03_3,03,3,12441
483,03_3,03,3,12688
484,03_3,03,3,12893
485,03_3,03,3,13106
486,03_3,03,3,13315
487,03_3,03,3,13687
488,03_3,03,3,14231
489,03_3,03,3,14881
490,03_3,03,3,15204
491,03_3,03,3,16589
492,03_3,03,3,16649
493,03_3,03,3,16920
494,04_1,04,1,132
495,04_1,04,1,957
496,04_1,04,1,1086
497,04_1,04,1,1707
498,04_1,04,1,3234
499,04_1,04,1,4938
500,04_1,04,1,5482
501,04_1,04,1,6452
502,04_1,04,1,6897
503,04_1,04,1,7344
504,04_1,04,1,8001
505,04_1,04,1,8167
506,04_1,04,1,8737
507,04_1,04,1,8790
508,04_1,04,1,8906
509,04_1,04,1,9210
510,04_1,04,1,9513
511,04_1,04,1,10236
512,04_1,04,1,10448
513,04_1,04,1,11102
514,04_1,04,1,11413
515,04_1,04,1,11849
516,04_1,04,1,12283
517,04_1,04,1,12610
518,04_1,04,1,12956
519,04_1,04,1,13518
520,04_1,04,1,13979
521,04_1,04,1,16027
522,04_1,04,1,16363
523,04_1,04,1,17187
524,04_1,04,1,18128
525,04_1,04,1,18793
526,04_1,04,1,19136
527,04_1,04,1,19610
528,04_1,04,1,19853
529,04_1,04,1,20289
530,04_1,04,1,21060
531,04_1,04,1,21525
532,04_1,04,1,21690
533,04_1,04,1,22154
534,04_1,04,1,22374
535,04_1,04,1,23256
536,04_1,04,1,24500
537,04_1,04,1,24635
538,04_1,04,1,25177
539,04_1,04,1,25689
540,04_1,04,1,25801
541,04_1,04,1,29818
542,04_1,04,1,30159
543,04_1,04,1,35112
544,04_1,04,1,35814
545,04_1,04,1,36449
546,04_1,04,1,36678
547,04_1,04,1,40241
548,04_1,04,1,41210
549,04_1,04,1,41958
550,04_1,04,1,42431
551,04_1,04,1,43553
552,04_1,04,1,43775
553,04_1,04,1,44588
554,04_1,04,1,44727
555,04_1,04,1,45136
556,04_1,04,1,46205
557,04_1,04,1,46325
558,04_1,04,1,46553
559,04_1,04,1,47746
560,04_1,04,1,48235
561,04_1,04,1,52513
562,04_1,04,1,52783
563,04_1,04,1,53670
564,04_1,04,1,53837
565,04_1,04,1,54012
566,04_1,04,1,55413
567,04_1,04,1,55526
568,04_1,04,1,55696
569,04_1,04,1,55872
570,04_1,04,1,56871
571,04_1,04,1,57087
572,04_1,04,1,57866
573,04_1,04,1,58109
574,04_1,04,1,58244
575,04_1,04,1,58355
576,04_2,04,2,1903
577,04_2,04,2,2173
578,04_2,04,2,2699
579,04_2,04,2,3304
580,04_2,04,2,3887
581,04_2,04,2,4287
582,04_2,04,2,4739
583,04_2,04,2,5077
584,04_2,04,2,5570
585,04_2,04,2,5891
586,04_2,04,2,6380
587,04_2,04,2,6845
588,04_2,04,2,8592
589,04_2,04,2,9894
590,04_2,04,2,10570
591,04_2,04,2,12546
592,04_2,04,2,13537
593,04_2,04,2,13983
594,04_2,04,2,14939
595,04_2,04,2,15487
596,04_2,04,2,15946
597,04_2,04,2,16507
598,04_2,04,2,17355
599,04_2,04,2,18641
600,04_2,04,2,19482
601,04_2,04,2,19886
602,04_2,04,2,20359
603,04_2,04,2,21913
604,04_2,04,2,24357
605,04_2,04,2,24520
606,04_2,04,2,25250
607,04_2,04,2,25354
608,04_2,04,2,25662
609,04_2,04,2,25858
610,04_2,04,2,26035
611,04_2,04,2,26186
612,04_2,04,2,26345
613,04_2,04,2,30280
614,04_2,04,2,30405
615,04_2,04,2,30568
616,04_2,04,2,30674
617,04_2,04,2,30850
618,04_2,04,2,31022
619,04_2,04,2,31121
620,04_2,04,2,31350
621,04_2,04,2,31467
622,04_2,04,2,31580
623,04_2,04,2,31684
624,04_2,04,2,31791
625,04_2,04,2,31903
626,04_2,04,2,31987
627,04_2,04,2,32081
628,04_2,04,2,32201
629,04_2,04,2,32284
630,04_2,04,2,32331
631,04_2,04,2,32383
632,04_2,04,2,49831
633,04_3,04,3,1127
634,04_3,04,3,1419
635,04_3,04,3,1673
636,04_3,04,3,2251
637,04_3,04,3,2883
638,04_3,04,3,3218
639,04_3,04,3,3675
640,04_3,04,3,4142
641,04_3,04,3,4663
642,04_3,04,3,5025
643,04_3,04,3,5664
644,04_3,04,3,6266
645,04_3,04,3,6522
646,04_3,04,3,6717
647,04_3,04,3,6879
648,04_3,04,3,7544
649,04_3,04,3,7770
650,04_3,04,3,8195
651,04_3,04,3,8510
652,04_3,04,3,8786
653,04_3,04,3,9353
654,04_3,04,3,9583
655,04_3,04,3,10009
656,04_3,04,3,10715
657,04_3,04,3,11153
658,04_3,04,3,11510
659,04_3,04,3,12006
660,04_3,04,3,12458
661,04_3,04,3,12733
662,04_3,04,3,13064
663,04_3,04,3,13338
664,04_3,04,3,13708
665,04_3,04,3,14247
666,04_3,04,3,14855
667,04_3,04,3,15160
668,04_3,04,3,15455
669,04_3,04,3,15998
670,04_3,04,3,17224
671,04_3,04,3,17682
672,04_3,04,3,18274
673,04_3,04,3,18924
674,04_3,04,3,19525
675,04_3,04,3,19972
676,04_3,04,3,20277
677,04_3,04,3,20431
678,04_3,04,3,20993
679,04_3,04,3,21258
680,04_3,04,3,21579
681,04_3,04,3,22026
682,04_3,04,3,22668
683,04_3,04,3,22896
684,04_3,04,3,23570
685,04_3,04,3,24448
686,04_3,04,3,24783
687,04_3,04,3,25426
688,04_3,04,3,25720
689,04_3,04,3,26229
690,04_3,04,3,26361
691,04_3,04,3,26503
692,04_3,04,3,26920
693,04_3,04,3,27243
694,04_3,04,3,27573
695,04_3,04,3,27827
696,04_3,04,3,28073
697,04_3,04,3,28429
698,04_3,04,3,28891
699,04_3,04,3,29146
700,04_3,04,3,29369
701,04_3,04,3,29480
702,04_3,04,3,29815
703,04_3,04,3,30599
704,04_3,04,3,30773
705,04_3,04,3,30920
706,04_3,04,3,31211
707,04_3,04,3,31460
708,04_3,04,3,31769
709,04_3,04,3,32033
710,04_3,04,3,32221
711,04_3,04,3,32422
712,04_3,04,3,32609
713,04_3,04,3,32803
714,04_3,04,3,33091
715,04_3,04,3,33244
716,04_3,04,3,33540
717,04_3,04,3,33877
718,04_3,04,3,34169
719,04_3,04,3,34361
720,04_3,04,3,35209
721,04_3,04,3,36529
722,04_3,04,3,37395
723,04_3,04,3,37497
724,04_3,04,3,38243
725,04_3,04,3,38706
726,04_3,04,3,39347
727,04_3,04,3,39536
728,04_3,04,3,40016
729,04_3,04,3,40352
730,04_3,04,3,40613
731,04_3,04,3,40793
732,04_3,04,3,41141
733,04_3,04,3,41642
734,04_3,04,3,41768
735,04_3,04,3,41944
736,04_3,04,3,42209
737,04_3,04,3,42352
738,04_3,04,3,42588
739,04_3,04,3,42752
740,04_3,04,3,43090
741,04_3,04,3,43290
742,04_3,04,3,43518
743,04_3,04,3,43725
744,04_3,04,3,44046
745,04_3,04,3,45347
746,04_3,04,3,45711
747,04_3,04,3,45940
748,04_3,04,3,46353
749,04_3,04,3,46642
750,04_3,04,3,47214
751,04_3,04,3,47569
752,04_3,04,3,47939
753,04_3,04,3,48292
754,04_3,04,3,49219
755,04_3,04,3,49361
756,04_3,04,3,49733
757,04_3,04,3,49819
758,04_3,04,3,49947
759,04_3,04,3,50139
760,04_3,04,3,50257
761,04_3,04,3,50354
762,04_3,04,3,50535
763,04_3,04,3,50811
764,04_3,04,3,51028
765,04_3,04,3,51129
766,04_3,04,3,51266
767,04_3,04,3,51354
768,05_1,05,1,7006
769,05_1,05,1,7100
770,05_1,05,1,7986
771,05_1,05,1,8491
772,05_1,05,1,11111
773,05_1,05,1,11328
774,05_1,05,1,11760
775,05_1,05,1,15089
776,05_1,05,1,15638
777,05_1,05,1,17405
778,05_1,05,1,17903
779,05_1,05,1,18648
780,05_1,05,1,23787
781,05_1,05,1,26860
782,05_1,05,1,33541
783,05_1,05,1,41813
784,05_2,05,2,6872
785,05_2,05,2,8102
786,05_2,05,2,9305
787,05_2,05,2,9739
788,05_2,05,2,10323
789,05_2,05,2,11516
790,05_2,05,2,14474
791,05_2,05,2,14870
792,05_2,05,2,23208
793,05_2,05,2,25818
794,05_2,05,2,33504
795,05_2,05,2,36651
796,05_3,05,3,6830
797,05_3,05,3,10163
798,05_3,05,3,12938
799,05_3,05,3,15774
800,05_3,05,3,22771
801,05_3,05,3,33322
802,05_3,05,3,33888
803,05_3,05,3,37024
804,05_3,05,3,47227
805,05_3,05,3,48852
806,06_1,06,1,795
807,06_1,06,1,1144
808,06_1,06,1,1716
809,06_1,06,1,2483
810,06_1,06,1,3081
811,06_1,06,1,3619
812,06_1,06,1,4230
813,06_1,06,1,4743
814,06_1,06,1,5760
815,06_1,06,1,6744
816,06_1,06,1,7505
817,06_1,06,1,9670
818,06_1,06,1,9778
819,06_1,06,1,11392
820,06_1,06,1,11577
821,06_1,06,1,14021
822,06_1,06,1,15010
823,06_1,06,1,15835
824,06_1,06,1,16149
825,06_1,06,1,16585
826,06_1,06,1,17752
827,06_1,06,1,19002
828,06_1,06,1,20934
829,06_1,06,1,21215
830,06_1,06,1,25559
831,06_1,06,1,26294
832,06_1,06,1,35978
833,06_1,06,1,36384
834,06_1,06,1,36796
835,06_1,06,1,37020
836,06_1,06,1,37311
837,06_1,06,1,38021
838,06_1,06,1,38126
839,06_1,06,1,38327
840,06_1,06,1,45539
841,06_1,06,1,46160
842,06_1,06,1,46383
843,06_1,06,1,46795
844,06_2,06,2,944
845,06_2,06,2,1260
846,06_2,06,2,1458
847,06_2,06,2,2787
848,06_2,06,2,3227
849,06_2,06,2,3853
850,06_2,06,2,4580
851,06_2,06,2,4758
852,06_2,06,2,5547
853,06_2,06,2,10687
854,06_2,06,2,10867
855,06_2,06,2,11210
856,06_2,06,2,12705
857,06_2,06,2,13299
858,06_2,06,2,13547
859,06_2,06,2,13972
860,06_2,06,2,14364
861,06_2,06,2,15114
862,06_2,06,2,15298
863,06_2,06,2,15827
864,06_2,06,2,16030
865,06_2,06,2,16425
866,06_2,06,2,16778
867,06_2,06,2,17041
868,06_2,06,2,17375
869,06_2,06,2,17661
870,06_2,06,2,17805
871,06_2,06,2,18210
872,06_2,06,2,18971
873,06_2,06,2,19341
874,06_2,06,2,19754
875,06_2,06,2,19849
876,06_2,06,2,20079
877,06_2,06,2,20299
878,06_2,06,2,20535
879,06_2,06,2,20761
880,06_2,06,2,21401
881,06_2,06,2,21783
882,06_2,06,2,21935
883,06_2,06,2,24830
884,06_2,06,2,25026
885,06_2,06,2,25271
886,06_2,06,2,25415
887,06_2,06,2,25648
888,06_2,06,2,26482
889,06_2,06,2,26602
890,06_2,06,2,26885
891,06_2,06,2,27144
892,06_2,06,2,27505
893,06_2,06,2,30826
894,06_2,06,2,30897
895,06_2,06,2,30952
896,06_2,06,2,31293
897,06_2,06,2,31516
898,06_2,06,2,31713
899,06_2,06,2,31872
900,06_2,06,2,32021
901,06_2,06,2,32121
902,06_2,06,2,32319
903,06_2,06,2,32481
904,06_2,06,2,32662
905,06_2,06,2,32723
906,06_2,06,2,32792
907,06_2,06,2,33037
908,06_2,06,2,33217
909,06_2,06,2,33340
910,06_2,06,2,33459
911,06_2,06,2,33641
912,06_2,06,2,33995
913,06_3,06,3,-158
914,06_3,06,3,440
915,06_3,06,3,901
916,06_3,06,3,1580
917,06_3,06,3,1673
918,06_3,06,3,1902
919,06_3,06,3,2072
920,06_3,06,3,2606
921,06_3,06,3,2945
922,06_3,06,3,3017
923,06_3,06,3,3444
924,06_3,06,3,3883
925,06_3,06,3,4173
926,06_3,06,3,4375
927,06_3,06,3,4804
928,06_3,06,3,4976
929,06_3,06,3,5263
930,06_3,06,3,5557
931,06_3,06,3,5768
932,06_3,06,3,5857
933,06_3,06,3,6451
934,06_3,06,3,6888
935,06_3,06,3,6943
936,06_3,06,3,7141
937,06_3,06,3,7342
938,06_3,06,3,8156
939,06_3,06,3,8592
940,06_3,06,3,9005
941,06_3,06,3,9065
942,06_3,06,3,9801
943,06_3,06,3,10084
944,06_3,06,3,10196
945,06_3,06,3,10408
946,06_3,06,3,10927
947,06_3,06,3,11172
948,06_3,06,3,11608
949,06_3,06,3,11843
950,06_3,06,3,11964
951,06_3,06,3,12460
952,06_3,06,3,13229
953,06_3,06,3,14000
954,06_3,06,3,14271
955,06_3,06,3,14562
956,06_3,06,3,15164
957,06_3,06,3,15362
958,06_3,06,3,16385
959,06_3,06,3,17118
960,06_3,06,3,17453
961,06_3,06,3,17710
962,06_3,06,3,19713
963,06_3,06,3,19777
964,06_3,06,3,20161
965,06_3,06,3,20457
966,06_3,06,3,20823
967,06_3,06,3,22381
968,06_3,06,3,22574
969,06_3,06,3,22836
970,06_3,06,3,23338
971,06_3,06,3,23693
972,06_3,06,3,23828
973,06_3,06,3,25552
974,06_3,06,3,26019
975,06_3,06,3,26082
976,06_3,06,3,26802
977,06_3,06,3,27023
978,06_3,06,3,28714
979,06_3,06,3,43472
980,06_3,06,3,43813
981,06_3,06,3,44566
982,06_3,06,3,45037
983,06_3,06,3,45378
984,06_3,06,3,45919
985,06_3,06,3,46181
986,06_3,06,3,46380
987,07_1,07,1,1218
988,07_1,07,1,3289
989,07_1,07,1,4244
990,07_1,07,1,6107
991,07_1,07,1,6821
992,07_1,07,1,9088
993,07_1,07,1,10119
994,07_1,07,1,12114
995,07_1,07,1,14321
996,07_1,07,1,14506
997,07_1,07,1,18397
998,07_1,07,1,22336
999,07_1,07,1,24067
1000,07_1,07,1,24876
1001,07_1,07,1,25056
1002,07_1,07,1,26736
1003,07_1,07,1,28113
1004,07_1,07,1,29519
1005,07_1,07,1,30161
1006,07_1,07,1,31170
1007,07_1,07,1,33970
1008,07_1,07,1,37298
1009,07_1,07,1,38859
1010,07_1,07,1,41047
1011,07_1,07,1,41453
1012,07_1,07,1,42951
1013,07_1,07,1,44228
1014,07_1,07,1,44814
1015,07_1,07,1,45934
1016,07_1,07,1,46879
1017,07_1,07,1,48076
1018,07_1,07,1,48529
1019,07_1,07,1,49908
1020,07_1,07,1,50634
1021,07_1,07,1,52985
1022,07_2,07,2,2929
1023,07_2,07,2,3462
1024,07_2,07,2,4258
1025,07_2,07,2,4931
1026,07_2,07,2,5806
1027,07_2,07,2,6395
1028,07_2,07,2,7045
1029,07_2,07,2,7545
1030,07_2,07,2,8712
1031,07_2,07,2,9639
1032,07_2,07,2,10163
1033,07_2,07,2,12128
1034,07_2,07,2,12715
1035,07_2,07,2,13789
1036,07_2,07,2,14435
1037,07_2,07,2,14857
1038,07_2,07,2,16058
1039,07_2,07,2,16613
1040,07_2,07,2,17156
1041,07_2,07,2,17920
1042,07_2,07,2,18590
1043,07_2,07,2,18934
1044,07_2,07,2,21857
1045,07_2,07,2,22873
1046,07_2,07,2,24741
1047,07_2,07,2,25194
1048,07_2,07,2,28421
1049,07_2,07,2,29121
1050,07_2,07,2,29571
1051,07_2,07,2,30282
1052,07_2,07,2,30951
1053,07_2,07,2,32309
1054,07_3,07,3,575
1055,07_3,07,3,1929
1056,07_3,07,3,2298
1057,07_3,07,3,2483
1058,07_3,07,3,3306
1059,07_3,07,3,4091
1060,07_3,07,3,4160
1061,07_3,07,3,5229
1062,07_3,07,3,6715
1063,07_3,07,3,7359
1064,07_3,07,3,8322
1065,07_3,07,3,8746
1066,07_3,07,3,9623
1067,07_3,07,3,10972
1068,07_3,07,3,11518
